,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,084,13,NA,http://memoria.bn.br/docreader/030015_04/1451
1,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,087,15,NA,http://memoria.bn.br/docreader/030015_04/1505
2,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,091,13,NA,http://memoria.bn.br/docreader/030015_04/1571
3,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,952,8,NA,http://memoria.bn.br/docreader/030015_04/1584
4,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,952,13,NA,http://memoria.bn.br/docreader/030015_04/1589
5,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,094,7,NA,http://memoria.bn.br/docreader/030015_04/1613
6,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,094,12,NA,http://memoria.bn.br/docreader/030015_04/1618
7,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,095,11,NA,http://memoria.bn.br/docreader/030015_04/1635
8,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,099,9,NA,http://memoria.bn.br/docreader/030015_04/1693
9,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,107,12,NA,http://memoria.bn.br/docreader/030015_04/1824
10,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,108,8,NA,http://memoria.bn.br/docreader/030015_04/1836
11,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,109,8,NA,http://memoria.bn.br/docreader/030015_04/1854
12,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,132,6,NA,http://memoria.bn.br/docreader/030015_04/2277
13,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,132,12,NA,http://memoria.bn.br/docreader/030015_04/2283
14,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,184,9,NA,http://memoria.bn.br/docreader/030015_04/3144
15,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,220,10,NA,http://memoria.bn.br/docreader/030015_04/3709
16,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,266,13,NA,http://memoria.bn.br/docreader/030015_04/4442
17,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,274,13,NA,http://memoria.bn.br/docreader/030015_04/4568
18,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,281,13,NA,http://memoria.bn.br/docreader/030015_04/4686
19,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,319,5,NA,http://memoria.bn.br/docreader/030015_04/5313
20,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1920,363,14,NA,http://memoria.bn.br/docreader/030015_04/5988
21,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,012,12,NA,http://memoria.bn.br/docreader/030015_04/6180
22,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,013,13,NA,http://memoria.bn.br/docreader/030015_04/6195
23,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,015,13,NA,http://memoria.bn.br/docreader/030015_04/6225
24,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,016,9,NA,http://memoria.bn.br/docreader/030015_04/6237
25,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,078,5,NA,http://memoria.bn.br/docreader/030015_04/7133
26,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,092,15,NA,http://memoria.bn.br/docreader/030015_04/7351
27,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,093,12,NA,http://memoria.bn.br/docreader/030015_04/7366
28,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,094,13,NA,http://memoria.bn.br/docreader/030015_04/7381
29,"""conego olympio de castro""",2021-09-29,Jornal do Brasil (RJ) - 1920 a 1929,1921,097,14,NA,http://memoria.bn.br/docreader/030015_04/7430
