,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1910,362,7,NA,http://memoria.bn.br/docreader/364568_10/3932
1,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1911,005,6,NA,http://memoria.bn.br/docreader/364568_10/4024
2,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1911,020,6,NA,http://memoria.bn.br/docreader/364568_10/4252
3,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1911,300,8,NA,http://memoria.bn.br/docreader/364568_10/63720
4,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1912,105,5,NA,http://memoria.bn.br/docreader/364568_10/10154
5,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1913,030,4,NA,http://memoria.bn.br/docreader/364568_10/14634
6,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1913,039,6,NA,http://memoria.bn.br/docreader/364568_10/14792
7,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1913,249,6,NA,http://memoria.bn.br/docreader/364568_10/18988
8,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1913,322,5,NA,http://memoria.bn.br/docreader/364568_10/20455
9,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1915,042,3,NA,http://memoria.bn.br/docreader/364568_10/28228
10,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1916,309,6,NA,http://memoria.bn.br/docreader/364568_10/41960
11,"""honorio menelik""",2024-04-19,Jornal do Commercio (RJ) - 1910 a 1919,1919,164,5,NA,http://memoria.bn.br/docreader/364568_10/46227
