,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""centro civico sete de setembro""",2024-04-24,O Malho (RJ) - 1902 - 1953,1912,86,46,116300_20671.jpg,http://memoria.bn.br/docreader/116300/20671
1,"""centro civico sete de setembro""",2024-04-24,O Malho (RJ) - 1902 - 1953,1914,97,34,116300_26743.jpg,http://memoria.bn.br/docreader/116300/26743
2,"""centro civico sete de setembro""",2024-04-24,O Malho (RJ) - 1902 - 1953,1914,19,12,116300_27889.jpg,http://memoria.bn.br/docreader/116300/27889
3,"""centro civico sete de setembro""",2024-04-24,O Malho (RJ) - 1902 - 1953,1917,80,24,116300_35042.jpg,http://memoria.bn.br/docreader/116300/35042
4,"""centro civico sete de setembro""",2024-04-24,O Malho (RJ) - 1902 - 1953,1917,81,25,116300_35089.jpg,http://memoria.bn.br/docreader/116300/35089
5,"""centro civico sete de setembro""",2024-04-24,O Malho (RJ) - 1902 - 1953,1919,70,22,116300_39450.jpg,http://memoria.bn.br/docreader/116300/39450
