,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,01A,1,749036_1.jpg,http://memoria.bn.br/docreader/749036/1
1,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,01A,3,749036_3.jpg,http://memoria.bn.br/docreader/749036/3
2,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,01B,1,749036_5.jpg,http://memoria.bn.br/docreader/749036/5
3,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,01B,3,749036_7.jpg,http://memoria.bn.br/docreader/749036/7
4,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,01C,3,749036_11.jpg,http://memoria.bn.br/docreader/749036/11
5,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,02,1,749036_13.jpg,http://memoria.bn.br/docreader/749036/13
6,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,02,2,749036_14.jpg,http://memoria.bn.br/docreader/749036/14
7,"""centro civico sete de setembro""",2024-04-24,O Sete de Setembro (RJ) - 1919,1919,02,3,749036_15.jpg,http://memoria.bn.br/docreader/749036/15
