,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1913,016,1,830135_91.jpg,http://memoria.bn.br/docreader/830135/91
1,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1913,109,1,830135_587.jpg,http://memoria.bn.br/docreader/830135/587
2,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1913,161,1,830135_862.jpg,http://memoria.bn.br/docreader/830135/862
3,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1913,203,3,830135_1062.jpg,http://memoria.bn.br/docreader/830135/1062
4,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1913,241,2,830135_1257.jpg,http://memoria.bn.br/docreader/830135/1257
5,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1913,242,1,830135_1262.jpg,http://memoria.bn.br/docreader/830135/1262
6,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1913,297,2,830135_1537.jpg,http://memoria.bn.br/docreader/830135/1537
7,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,035,1,830135_1678.jpg,http://memoria.bn.br/docreader/830135/1678
8,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,035,3,830135_1680.jpg,http://memoria.bn.br/docreader/830135/1680
9,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,067,3,830135_1814.jpg,http://memoria.bn.br/docreader/830135/1814
10,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,105,3,830135_1976.jpg,http://memoria.bn.br/docreader/830135/1976
11,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,110,1,830135_1994.jpg,http://memoria.bn.br/docreader/830135/1994
12,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,152,2,830135_2175.jpg,http://memoria.bn.br/docreader/830135/2175
13,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,163,2,830135_2225.jpg,http://memoria.bn.br/docreader/830135/2225
14,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1914,246,1,830135_2568.jpg,http://memoria.bn.br/docreader/830135/2568
15,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,056,2,830135_2813.jpg,http://memoria.bn.br/docreader/830135/2813
16,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,068,4,830135_2867.jpg,http://memoria.bn.br/docreader/830135/2867
17,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,078,2,830135_2911.jpg,http://memoria.bn.br/docreader/830135/2911
18,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,091,3,830135_2964.jpg,http://memoria.bn.br/docreader/830135/2964
19,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,110,2,830135_3039.jpg,http://memoria.bn.br/docreader/830135/3039
20,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,115,2,830135_3059.jpg,http://memoria.bn.br/docreader/830135/3059
21,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,151,2,830135_3215.jpg,http://memoria.bn.br/docreader/830135/3215
22,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,189,2,830135_3367.jpg,http://memoria.bn.br/docreader/830135/3367
23,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,195,2,830135_3391.jpg,http://memoria.bn.br/docreader/830135/3391
24,"""centro civico sete de setembro""",2024-04-24,Correio Da Noite : Jornal Independente (RJ) - 1913,1915,195,4,830135_3393.jpg,http://memoria.bn.br/docreader/830135/3393
