,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,048,6,NA,http://memoria.bn.br/docreader/030015_03/11663
1,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,134,5,NA,http://memoria.bn.br/docreader/030015_03/13156
2,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,137,12,NA,http://memoria.bn.br/docreader/030015_03/13211
3,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,138,5,NA,http://memoria.bn.br/docreader/030015_03/13224
4,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,165,6,NA,http://memoria.bn.br/docreader/030015_03/13703
5,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,182,5,NA,http://memoria.bn.br/docreader/030015_03/14018
6,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,183,7,NA,http://memoria.bn.br/docreader/030015_03/14048
7,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,195,8,NA,http://memoria.bn.br/docreader/030015_03/14273
8,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,237,5,NA,http://memoria.bn.br/docreader/030015_03/15056
9,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,238,5,NA,http://memoria.bn.br/docreader/030015_03/15072
10,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,245,6,NA,http://memoria.bn.br/docreader/030015_03/15201
11,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,263,14,NA,http://memoria.bn.br/docreader/030015_03/15527
12,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1912,280,5,NA,http://memoria.bn.br/docreader/030015_03/15826
13,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,0082,7,NA,http://memoria.bn.br/docreader/030015_03/50121
14,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,083,5,NA,http://memoria.bn.br/docreader/030015_03/50135
15,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,119,7,NA,http://memoria.bn.br/docreader/030015_03/18470
16,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,130,5,NA,http://memoria.bn.br/docreader/030015_03/18686
17,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,196,7,NA,http://memoria.bn.br/docreader/030015_03/19764
18,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,198,6,NA,http://memoria.bn.br/docreader/030015_03/19795
19,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,218,7,NA,http://memoria.bn.br/docreader/030015_03/20108
20,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,312,9,NA,http://memoria.bn.br/docreader/030015_03/21764
21,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,323,6,NA,http://memoria.bn.br/docreader/030015_03/21963
22,"""centro civico sete de setembro""",2024-06-05,Jornal do Brasil (RJ) - 1910 a 1919,1913,341,8,NA,http://memoria.bn.br/docreader/030015_03/22275
