,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1911,291,7,NA,http://memoria.bn.br/docreader/364568_10/63535
1,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,043,4,NA,http://memoria.bn.br/docreader/364568_10/9044
2,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,045,1,NA,http://memoria.bn.br/docreader/364568_10/9071
3,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,045,13,NA,http://memoria.bn.br/docreader/364568_10/9083
4,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,072,3,NA,http://memoria.bn.br/docreader/364568_10/9545
5,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,090,2,NA,http://memoria.bn.br/docreader/364568_10/9881
6,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,091,4,NA,http://memoria.bn.br/docreader/364568_10/9899
7,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,094,6,NA,http://memoria.bn.br/docreader/364568_10/9958
8,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,105,5,NA,http://memoria.bn.br/docreader/364568_10/10154
9,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,110,7,NA,http://memoria.bn.br/docreader/364568_10/10242
10,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,116,5,NA,http://memoria.bn.br/docreader/364568_10/10350
11,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,180,2,NA,http://memoria.bn.br/docreader/364568_10/64886
12,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,184,3,NA,http://memoria.bn.br/docreader/364568_10/11023
13,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,185,3,NA,http://memoria.bn.br/docreader/364568_10/11039
14,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,194,4,NA,http://memoria.bn.br/docreader/364568_10/11202
15,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,195,2,NA,http://memoria.bn.br/docreader/364568_10/11216
16,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,203,2,NA,http://memoria.bn.br/docreader/364568_10/11374
17,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,207,5,NA,http://memoria.bn.br/docreader/364568_10/11443
18,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,209,12,NA,http://memoria.bn.br/docreader/364568_10/11484
19,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,217,3,NA,http://memoria.bn.br/docreader/364568_10/65017
20,"""centro civico sete de setembro""",2024-04-24,Jornal do Commercio (RJ) - 1910 a 1919,1912,225,5,NA,http://memoria.bn.br/docreader/364568_10/65161
