,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,006,4,830291_28.jpg,http://memoria.bn.br/docreader/830291/28
1,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,024,1,830291_133.jpg,http://memoria.bn.br/docreader/830291/133
2,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,068,1,830291_368.jpg,http://memoria.bn.br/docreader/830291/368
3,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,088,2,830291_445.jpg,http://memoria.bn.br/docreader/830291/445
4,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,094,2,830291_469.jpg,http://memoria.bn.br/docreader/830291/469
5,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,099,2,830291_485.jpg,http://memoria.bn.br/docreader/830291/485
6,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,103,2,830291_501.jpg,http://memoria.bn.br/docreader/830291/501
7,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,105,1,830291_508.jpg,http://memoria.bn.br/docreader/830291/508
8,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,105,4,830291_511.jpg,http://memoria.bn.br/docreader/830291/511
9,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,112,2,830291_537.jpg,http://memoria.bn.br/docreader/830291/537
10,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,125,2,830291_589.jpg,http://memoria.bn.br/docreader/830291/589
11,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,0130,2,830291_609.jpg,http://memoria.bn.br/docreader/830291/609
12,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,134,2,830291_627.jpg,http://memoria.bn.br/docreader/830291/627
13,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,151,2,830291_693.jpg,http://memoria.bn.br/docreader/830291/693
14,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,151,3,830291_694.jpg,http://memoria.bn.br/docreader/830291/694
15,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,163,2,830291_729.jpg,http://memoria.bn.br/docreader/830291/729
16,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,176,2,830291_778.jpg,http://memoria.bn.br/docreader/830291/778
17,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,180,2,830291_796.jpg,http://memoria.bn.br/docreader/830291/796
18,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,203,2,830291_896.jpg,http://memoria.bn.br/docreader/830291/896
19,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,216,2,830291_948.jpg,http://memoria.bn.br/docreader/830291/948
20,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,217,2,830291_952.jpg,http://memoria.bn.br/docreader/830291/952
21,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,257,3,830291_993.jpg,http://memoria.bn.br/docreader/830291/993
22,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,259,3,830291_1001.jpg,http://memoria.bn.br/docreader/830291/1001
23,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,260,2,830291_1004.jpg,http://memoria.bn.br/docreader/830291/1004
24,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,262,2,830291_1012.jpg,http://memoria.bn.br/docreader/830291/1012
25,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,264,2,830291_1020.jpg,http://memoria.bn.br/docreader/830291/1020
26,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,272,7,830291_1047.jpg,http://memoria.bn.br/docreader/830291/1047
27,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1917,289,2,830291_1108.jpg,http://memoria.bn.br/docreader/830291/1108
28,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1918,324,3,830291_1239.jpg,http://memoria.bn.br/docreader/830291/1239
29,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1918,388,2,830291_1482.jpg,http://memoria.bn.br/docreader/830291/1482
30,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1918,399,4,830291_1520.jpg,http://memoria.bn.br/docreader/830291/1520
31,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1918,435,3,830291_1663.jpg,http://memoria.bn.br/docreader/830291/1663
32,"""centro civico sete de setembro""",2024-04-24,Lanterna : Diario Vespertino (RJ) - 1917 a 1918,1918,443,2,830291_1686.jpg,http://memoria.bn.br/docreader/830291/1686
