,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,69,7,107670_01_793.jpg,http://memoria.bn.br/docreader/107670_01/793
1,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,135,4,107670_01_1506.jpg,http://memoria.bn.br/docreader/107670_01/1506
2,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,142,6,107670_01_1600.jpg,http://memoria.bn.br/docreader/107670_01/1600
3,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,163,9,107670_01_1881.jpg,http://memoria.bn.br/docreader/107670_01/1881
4,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,165,3,107670_01_1899.jpg,http://memoria.bn.br/docreader/107670_01/1899
5,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,214,12,107670_01_2606.jpg,http://memoria.bn.br/docreader/107670_01/2606
6,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,222,6,107670_01_2716.jpg,http://memoria.bn.br/docreader/107670_01/2716
7,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,246,6,107670_01_3072.jpg,http://memoria.bn.br/docreader/107670_01/3072
8,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,284,9,107670_01_3653.jpg,http://memoria.bn.br/docreader/107670_01/3653
9,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,289,3,107670_01_3723.jpg,http://memoria.bn.br/docreader/107670_01/3723
10,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1913,352,5,107670_01_4565.jpg,http://memoria.bn.br/docreader/107670_01/4565
11,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1914,422,6,107670_01_5450.jpg,http://memoria.bn.br/docreader/107670_01/5450
12,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1914,431,4,107670_01_5562.jpg,http://memoria.bn.br/docreader/107670_01/5562
13,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1914,433,3,107670_01_5585.jpg,http://memoria.bn.br/docreader/107670_01/5585
14,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1914,488,5,107670_01_6237.jpg,http://memoria.bn.br/docreader/107670_01/6237
15,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1914,498,2,107670_01_6366.jpg,http://memoria.bn.br/docreader/107670_01/6366
16,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1914,547,3,107670_01_7039.jpg,http://memoria.bn.br/docreader/107670_01/7039
17,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,767,6,107670_01_9542.jpg,http://memoria.bn.br/docreader/107670_01/9542
18,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,769,6,107670_01_9568.jpg,http://memoria.bn.br/docreader/107670_01/9568
19,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,770,2,107670_01_9574.jpg,http://memoria.bn.br/docreader/107670_01/9574
20,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,770,6,107670_01_9578.jpg,http://memoria.bn.br/docreader/107670_01/9578
21,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,772,3,107670_01_9599.jpg,http://memoria.bn.br/docreader/107670_01/9599
22,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,774,6,107670_01_9626.jpg,http://memoria.bn.br/docreader/107670_01/9626
23,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,782,6,107670_01_9720.jpg,http://memoria.bn.br/docreader/107670_01/9720
24,"""centro civico sete de setembro""",2024-06-05,O Imparcial : Diario Illustrado do Rio de Janeiro (RJ) - 1912 a 1919,1915,799,7,107670_01_9929.jpg,http://memoria.bn.br/docreader/107670_01/9929
