,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""conego olympio de castro""",2021-11-22,O Imparcial (RJ) - 1935 a 1939,1935,071,2,107670_03_904.jpg,http://memoria.bn.br/docreader/107670_03/904
1,"""conego olympio de castro""",2021-11-22,O Imparcial (RJ) - 1935 a 1939,1935,108,3,107670_03_1358.jpg,http://memoria.bn.br/docreader/107670_03/1358
2,"""conego olympio de castro""",2021-11-22,O Imparcial (RJ) - 1935 a 1939,1936,207,7,107670_03_2614.jpg,http://memoria.bn.br/docreader/107670_03/2614
3,"""conego olympio de castro""",2021-11-22,O Imparcial (RJ) - 1935 a 1939,1937,516,6,107670_03_6734.jpg,http://memoria.bn.br/docreader/107670_03/6734
4,"""conego olympio de castro""",2021-11-22,O Imparcial (RJ) - 1935 a 1939,1938,822,11,107670_03_11389.jpg,http://memoria.bn.br/docreader/107670_03/11389
