,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""conego olympio de castro""",2021-11-22,Beira-Mar : Copacabana  Ipanema  Leme (RJ) - 1922 a 1955,1923,012,4,067822_79.jpg,http://memoria.bn.br/docreader/067822/79
1,"""conego olympio de castro""",2021-11-22,Beira-Mar : Copacabana  Ipanema  Leme (RJ) - 1922 a 1955,1923,012,12,067822_87.jpg,http://memoria.bn.br/docreader/067822/87
2,"""conego olympio de castro""",2021-11-22,Beira-Mar : Copacabana  Ipanema  Leme (RJ) - 1922 a 1955,1923,015,6,067822_113.jpg,http://memoria.bn.br/docreader/067822/113
3,"""conego olympio de castro""",2021-11-22,Beira-Mar : Copacabana  Ipanema  Leme (RJ) - 1922 a 1955,1929,166,6,067822_1760.jpg,http://memoria.bn.br/docreader/067822/1760
