,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,535-16536,5,178691_06_263.jpg,http://memoria.bn.br/docreader/178691_06/263
1,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,538,7,178691_06_285.jpg,http://memoria.bn.br/docreader/178691_06/285
2,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,540,4,178691_06_302.jpg,http://memoria.bn.br/docreader/178691_06/302
3,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,548,14,178691_06_388.jpg,http://memoria.bn.br/docreader/178691_06/388
4,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,575,1,178691_06_611.jpg,http://memoria.bn.br/docreader/178691_06/611
5,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,575,4,178691_06_614.jpg,http://memoria.bn.br/docreader/178691_06/614
6,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,583,6,178691_06_690.jpg,http://memoria.bn.br/docreader/178691_06/690
7,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,584-16585,8,178691_06_706.jpg,http://memoria.bn.br/docreader/178691_06/706
8,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,589,6,178691_06_744.jpg,http://memoria.bn.br/docreader/178691_06/744
9,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,597,10,178691_06_822.jpg,http://memoria.bn.br/docreader/178691_06/822
10,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,610,2,178691_06_946.jpg,http://memoria.bn.br/docreader/178691_06/946
11,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,611,2,178691_06_956.jpg,http://memoria.bn.br/docreader/178691_06/956
12,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,612-16613,2,178691_06_972.jpg,http://memoria.bn.br/docreader/178691_06/972
13,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,614,7,178691_06_987.jpg,http://memoria.bn.br/docreader/178691_06/987
14,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,615,4,178691_06_994.jpg,http://memoria.bn.br/docreader/178691_06/994
15,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,616,4,178691_06_1004.jpg,http://memoria.bn.br/docreader/178691_06/1004
16,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,648,7,178691_06_1311.jpg,http://memoria.bn.br/docreader/178691_06/1311
17,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,651,8,178691_06_1342.jpg,http://memoria.bn.br/docreader/178691_06/1342
18,"""conego olympio de castro""",2021-11-22,O Paiz (RJ) - 1930 a 1934,1930,680,2,178691_06_1614.jpg,http://memoria.bn.br/docreader/178691_06/1614
