,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,200,9,NA,http://memoria.bn.br/docreader/110523_02/26
1,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,250,9,NA,http://memoria.bn.br/docreader/110523_02/658
2,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,252,9,NA,http://memoria.bn.br/docreader/110523_02/686
3,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,253,12,NA,http://memoria.bn.br/docreader/110523_02/701
4,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,288,9,NA,http://memoria.bn.br/docreader/110523_02/1138
5,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,289,9,NA,http://memoria.bn.br/docreader/110523_02/1150
6,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,326,9,NA,http://memoria.bn.br/docreader/110523_02/1618
7,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,330,3,NA,http://memoria.bn.br/docreader/110523_02/1664
8,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,383,9,NA,http://memoria.bn.br/docreader/110523_02/2374
9,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,386,7,NA,http://memoria.bn.br/docreader/110523_02/2408
10,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,388,9,NA,http://memoria.bn.br/docreader/110523_02/2434
11,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,389,10,NA,http://memoria.bn.br/docreader/110523_02/2447
12,"""conego olympio de castro""",2021-11-22,O Jornal (RJ) - 1920 a 1929,1920,390,9,NA,http://memoria.bn.br/docreader/110523_02/2462
