,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1919,91,22,116300_40595.jpg,http://memoria.bn.br/docreader/116300/40595
1,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1923,80,33,116300_49978.jpg,http://memoria.bn.br/docreader/116300/49978
2,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1926,41,30,116300_59471.jpg,http://memoria.bn.br/docreader/116300/59471
3,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1927,14,16,116300_64068.jpg,http://memoria.bn.br/docreader/116300/64068
4,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1927,15,19,116300_64142.jpg,http://memoria.bn.br/docreader/116300/64142
5,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1927,16,14,116300_64212.jpg,http://memoria.bn.br/docreader/116300/64212
6,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1927,17,15,116300_64286.jpg,http://memoria.bn.br/docreader/116300/64286
7,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1927,18,15,116300_64361.jpg,http://memoria.bn.br/docreader/116300/64361
8,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1927,19,15,116300_64436.jpg,http://memoria.bn.br/docreader/116300/64436
9,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1927,20,19,116300_64522.jpg,http://memoria.bn.br/docreader/116300/64522
10,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1928,21,8,116300_64594.jpg,http://memoria.bn.br/docreader/116300/64594
11,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1928,22,15,116300_64663.jpg,http://memoria.bn.br/docreader/116300/64663
12,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1928,24,15,116300_64807.jpg,http://memoria.bn.br/docreader/116300/64807
13,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1928,25,15,116300_64882.jpg,http://memoria.bn.br/docreader/116300/64882
14,"""conego olympio de castro""",2021-11-22,O Malho (RJ) - 1902 - 1953,1928,34,16,116300_65512.jpg,http://memoria.bn.br/docreader/116300/65512
