,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""conego olympio de castro""",2021-11-22,Jornal das Moças : Revista Semanal Ilustrada (RJ) - 1930 a 1939,1931,852,12,111031_03_3222.jpg,http://memoria.bn.br/docreader/111031_03/3222
1,"""conego olympio de castro""",2021-11-22,Jornal das Moças : Revista Semanal Ilustrada (RJ) - 1930 a 1939,1932,872,34,111031_03_4251.jpg,http://memoria.bn.br/docreader/111031_03/4251
2,"""conego olympio de castro""",2021-11-22,Jornal das Moças : Revista Semanal Ilustrada (RJ) - 1930 a 1939,1932,914,17,111031_03_6029.jpg,http://memoria.bn.br/docreader/111031_03/6029
3,"""conego olympio de castro""",2021-11-22,Jornal das Moças : Revista Semanal Ilustrada (RJ) - 1930 a 1939,1932,915,37,111031_03_6132.jpg,http://memoria.bn.br/docreader/111031_03/6132
